Run	Cell	Barcode	Species	s4U	Time	ActD	Group	CellLine	Stage	Platform	Label	UMI	Cells	LibStruct	Remark	Cell.Reads	Trimmed.Reads	Trimmed.Ratio	Mapped.Reads	Mapped.Ratio	Mito.Ratio	Filtered.Reads	Filtered.Ratio	FilteredClip.Reads	FilteredClip.Ratio	UMIs	UMIs.2Reads	Duplicate.Reads	Duplicate.Ratio	Unique.Reads	Genes	Isoforms.Assembled	Isoforms.Known	AC.Ratio	AG.Ratio	AT.Ratio	CA.Ratio	CG.Ratio	CT.Ratio	GA.Ratio	GC.Ratio	GT.Ratio	TA.Ratio	TC.Ratio	TG.Ratio	Pe	Pc	Pc_Pe	UMIs.2Reads.Nascent.2TCs	UMIs.2Reads.Nascent.2TCs.Ratio	Genes.2Reads	Genes.2Reads.Nascent.2TCs
20220719_K562ActD3h00uM	20220719_K562ActD3h00uM.C11	30	Human	0	3.0	3.0	K562	K562		R10	K562	20	1	struct2	K562_Actd 3h_0UM_3h_sc4_6	341628.0	256608.0	0.7511328111278935	255148.0	0.9943103878289064	0.0859904016829925	222448.0	0.8718390894696412	208635.0	0.9379045889376394	15145.0	9226.0	193490.0	0.927409111606394	15145.0	3209.0	4262.0	3693.0	3.2685328999060616e-05	0.0004176930355204	5.60319925698182e-05	4.045682899374347e-05	3.5697202053303065e-05	0.000227986130447	0.0001432079289902	9.63642139000025e-05	0.0001088558712574	0.0001394675348292	0.0002192283799113	9.525723784091494e-05	0.0002048284670904	0.0002302357269547	1.1240416443339716	45.0	0.0048775200520268	2759.0	21.0
20220719_K562ActD3h00uM	20220719_K562ActD3h00uM.C12	32	Human	0	3.0	3.0	K562	K562		R10	K562	20	1	struct2	K562_Actd 3h_0UM_3h_sc4_8	377284.0	285516.0	0.7567667857635098	285459.0	0.9998003614508468	0.0685237701725198	255870.0	0.8963458850482906	240469.0	0.93980927814906	15639.0	9516.0	224830.0	0.9349645900303156	15639.0	3243.0	4113.0	3895.0	4.049230626135338e-05	0.0002052679287704	7.216450620835256e-05	3.594991816899877e-05	3.50511702147738e-05	0.0001900851923185	0.0001907414198993	0.0001469508952425	0.0001490562089279	0.0001723551145286	0.0002917788360167	0.0001614188762971	0.0002921799575476	0.0002969521590615	1.016333089901016	41.0	0.0043085329970575	2781.0	29.0
20220719_K562ActD3h00uM	20220719_K562ActD3h00uM.C13	33	Human	0	3.0	3.0	K562	K562		R10	K562	20	1	struct2	K562_Actd 3h_0UM_3h_sc5_1	330124.0	248801.0	0.7536592310768075	248798.0	0.9999879421706503	0.0533676849466323	228908.0	0.9200556274568124	214459.0	0.9368785713037552	15434.0	9249.0	199025.0	0.928032864090572	15434.0	3405.0	4193.0	4040.0	3.303918574503152e-05	0.0001635016115074	3.685139948484285e-05	3.2268209723366e-05	3.408613703172465e-05	0.0001799748035275	0.0001278928266667	9.367401016726586e-05	0.0001129220944482	0.000110746314801	0.0001993433666418	0.0001222823892594	0.0002027963281143	0.0001997708985695	0.9850814382443116	27.0	0.0029192345118391	2849.0	18.0
20220719_K562ActD3h00uM	20220719_K562ActD3h00uM.C14	34	Human	0	3.0	3.0	K562	K562		R10	K562	20	1	struct2	K562_Actd 3h_0UM_3h_sc5_2	352392.0	281640.0	0.7992235919090104	280922.0	0.9974506462150264	0.041947844833951	259521.0	0.9238187112436904	244619.0	0.9425788279175866	17917.0	11104.0	226702.0	0.9267554850604408	17917.0	3726.0	4724.0	4467.0	2.12978118418627e-05	0.0001700333502784	3.77076012937897e-05	2.6870686573302065e-05	2.570239585272372e-05	0.0001690127242436	0.0001323015024376	8.228066042010258e-05	0.0001018540333834	0.000102838768997	0.0001512110788586	7.084448530910096e-05	0.0001695533914462	0.0001532224024134	0.9036823215772604	27.0	0.0024315561959654	3252.0	17.0
20220719_K562ActD3h00uM	20220719_K562ActD3h00uM.C15	37	Human	0	3.0	3.0	K562	K562		R10	K562	20	1	struct2	K562_Actd 3h_0UM_3h_sc5_5	437065.0	317905.0	0.7273632068456637	317631.0	0.9991381072962048	0.1961211114124743	234145.0	0.7371604157024976	219411.0	0.9370731811484336	13116.0	7706.0	206295.0	0.940221775571872	13116.0	2915.0	3446.0	3242.0	1.7231929542531182e-05	0.0002134535788494	4.280188950886777e-05	2.0501733328363216e-05	2.8578173730445696e-05	0.0002155788322709	0.0001422643046463	9.031717265927994e-05	0.0001180616636069	0.0001181877950611	0.0002138070664423	0.0001122487098822	0.0002047975291272	0.0002111545125309	1.0310403325215496	19.0	0.0024656112120425	2497.0	11.0
20220719_K562ActD3h00uM	20220719_K562ActD3h00uM.C16	38	Human	0	3.0	3.0	K562	K562		R10	K562	20	1	struct2	K562_Actd 3h_0UM_3h_sc5_6	217264.0	166317.0	0.7655064805950365	165753.0	0.9966088854416566	0.0691241863762325	144444.0	0.871441240882518	137809.0	0.9540652432776716	9466.0	5658.0	128343.0	0.93131072716586	9466.0	2253.0	2486.0	2393.0	1.6368018528596975e-05	0.0001063921204358	3.764644261577304e-05	1.6007569801897432e-05	2.045411696909116e-05	0.0001600756980189	0.0001288708044063	5.572791541895637e-05	9.05578625558041e-05	7.675017817005646e-05	0.0001155469715307	6.662927555422484e-05	0.0001420649324568	0.000117296665159	0.8256553051518771	9.0	0.0015906680805938	1918.0	7.0
20220719_K562ActD3h00uM	20220719_K562ActD3h00uM.C17	39	Human	0	3.0	3.0	K562	K562		R10	K562	20	1	struct2	K562_Actd 3h_0UM_3h_sc5_7	225543.0	176453.0	0.7823474902790155	176207.0	0.998605861050818	0.0469452011179113	161640.0	0.917330185520439	154005.0	0.9527654046028212	12875.0	7734.0	141130.0	0.9163988182201876	12875.0	3052.0	3570.0	3396.0	2.1849036457492224e-05	0.0001477184856147	3.372351279308583e-05	2.107511539942876e-05	2.9505161559200262e-05	0.0001591171212656	0.00011445283929	6.287537952414144e-05	7.073480196465913e-05	7.78878842087151e-05	0.0001277768557933	8.043323990181035e-05	0.0001413664641728	0.0001303685597053	0.9222028751171376	23.0	0.0029738815619343	2587.0	15.0
20220719_K562ActD3h00uM	20220719_K562ActD3h00uM.C18	40	Human	0	3.0	3.0	K562	K562		R10	K562	20	1	struct2	K562_Actd 3h_0UM_3h_sc5_8	465147.0	351332.0	0.7553139115161444	351313.0	0.9999459200983684	0.0605624738648057	316768.0	0.901668882164907	300102.0	0.9473873623598345	14106.0	8388.0	285996.0	0.9529959813663356	14106.0	2698.0	3294.0	3116.0	2.832966708968805e-05	0.0001888644472645	4.826535874539446e-05	2.935866007075437e-05	2.879407045400909e-05	0.0001778457292747	0.0001590262046368	9.07196469404799e-05	0.0001051280614545	0.0001171136122008	0.0002245153638777	0.0001273967586379	0.0002104407908683	0.0002339406992832	1.1116699301401454	31.0	0.0036957558416785	2361.0	17.0
20220719_K562ActD3h00uM	20220719_K562ActD3h00uM.C19	41	Human	0	3.0	3.0	K562	K562		R10	K562	20	1	struct2	K562_Actd 3h_0UM_3h_sc6_1	389251.0	307219.0	0.7892568034507297	306979.0	0.9992187983165104	0.0951968976783478	266688.0	0.8687499796403011	255094.0	0.9565259779217664	18432.0	11263.0	236662.0	0.9277442824997844	18432.0	3257.0	3840.0	3657.0	1.5028497788932262e-05	0.0001148010247765	3.7571244472330654e-05	1.3839585366022436e-05	2.075937804903365e-05	0.0002043645439049	0.000126211115644	9.7324768753683e-05	0.0001026576327949	0.0001105478017943	0.0001990741291277	0.0001083456543482	0.0001941452034198	0.000198757619804	1.023757560336047	12.0	0.0010654354967593	2799.0	10.0
20220719_K562ActD3h00uM	20220719_K562ActD3h00uM.C20	42	Human	0	3.0	3.0	K562	K562		R10	K562	20	1	struct2	K562_Actd 3h_0UM_3h_sc6_2	227825.0	159389.0	0.6996115439482059	159119.0	0.9983060311564788	0.0597374278835233	144886.0	0.9105512226698256	136684.0	0.9433899755669976	15075.0	8946.0	121609.0	0.8897091100640895	15075.0	3378.0	4224.0	3960.0	3.2450281672354585e-05	0.0002193326267251	5.512638211809635e-05	3.386608645703999e-05	3.474572506631376e-05	0.0002049557959607	0.0001737254078953	0.0001273164927838	0.0001371732535154	0.0001522704491431	0.0002473343207076	0.0001409132609473	0.0002594288281617			39.0	0.0043594902749832	2834.0	26.0
20220719_K562ActD3h00uM	20220719_K562ActD3h00uM.C21	44	Human	0	3.0	3.0	K562	K562		R10	K562	20	1	struct2	K562_Actd 3h_0UM_3h_sc6_4	380321.0	250426.0	0.6584595644205815	250188.0	0.9990496194484598	0.1004266197014517	210439.0	0.8411234751466897	198348.0	0.9425439200908576	16358.0	9789.0	181990.0	0.9175287877871215	16358.0	3581.0	4734.0	4198.0	4.6220161093138566e-05	0.0003380069795971	6.915382881110808e-05	5.010013918063056e-05	5.213673020423342e-05	0.0002513153323125	0.0002036659103923	0.0001538893539344	0.0002010060943983	0.000180792635339	0.0003009467470239	0.0001620770416186	0.0003196599250437			71.0	0.007253039125549	3012.0	36.0
20220719_K562ActD3h00uM	20220719_K562ActD3h00uM.C22	45	Human	0	3.0	3.0	K562	K562		R10	K562	20	1	struct2	K562_Actd 3h_0UM_3h_sc6_5	382485.0	238565.0	0.6237238061623331	238133.0	0.9981891727621404	0.191842725614909	181698.0	0.7630105865209778	169516.0	0.9329546830454932	15236.0	8752.0	154280.0	0.910120578588452	15236.0	3267.0	4004.0	3672.0	2.485991843501516e-05	0.0002131432351067	6.928173990086191e-05	3.632319422346507e-05	3.1543826562482826e-05	0.0002733798302081	0.0002251869823763	0.0001561780684223	0.0002229169523121	0.0002027784006505	0.0003092160258883	0.0001989920819662	0.0003576074340178	0.000314573093764	0.879660386893249	44.0	0.0050274223034734	2736.0	34.0
20220719_K562ActD3h00uM	20220719_K562ActD3h00uM.C23	46	Human	0	3.0	3.0	K562	K562		R10	K562	20	1	struct2	K562_Actd 3h_0UM_3h_sc6_6	187518.0	101413.0	0.5408174148615066	101168.0	0.997584136156114	0.1080499081639115	84498.0	0.8352245769413253	79300.0	0.9384837510947004	13311.0	7387.0	65989.0	0.8321437578814628	13311.0	3538.0	4174.0	3930.0	3.871290432725102e-05	0.0002380843616125	8.632977664976977e-05	4.180873482320687e-05	3.825054462548714e-05	0.0002908820486635	0.0002641842471536	0.0001899472295076	0.0002820177206664	0.0002365968495561	0.0003819756366328	0.0002284523796919	0.0004268545221305			94.0	0.0127250575335048	2761.0	80.0
20220719_K562ActD3h00uM	20220719_K562ActD3h00uM.C24	47	Human	0	3.0	3.0	K562	K562		R10	K562	20	1	struct2	K562_Actd 3h_0UM_3h_sc6_7	298688.0	220659.0	0.7387608474394686	220464.0	0.9991162834962544	0.0530664259045039	201373.0	0.9134053632339066	189812.0	0.9425891256523964	19302.0	11411.0	170510.0	0.8983099066444693	19302.0	3925.0	5305.0	4793.0	3.890042235561508e-05	0.0002963296879442	7.179416184749547e-05	4.736070935818017e-05	4.505845265326863e-05	0.0002124654044818	0.0001810680308559	0.0001248109007258	0.0001546302538549	0.0001426779317745	0.0002687302570923	0.0001405619454982	0.000262394268997			77.0	0.0067478748575935	3311.0	45.0
20220719_K562ActD3h00uM	20220719_K562ActD3h00uM.C25	49	Human	0	3.0	3.0	K562	K562		R10	K562	20	1	struct2	K562_Actd 3h_0UM_3h_sc7_1	425164.0	254178.0	0.5978351883038074	253546.0	0.9975135534940082	0.1113234533089388	218091.0	0.8601634417423268	209012.0	0.9583705884240982	9480.0	5596.0	199532.0	0.9546437525118175	9480.0	2258.0	2683.0	2467.0	2.614517744731933e-05	0.0002375476122356	6.947147150287709e-05	3.0670600240225406e-05	4.807823821440739e-05	0.0002030891096987	0.0001920700922563	0.0001575758716062	0.0001952059304972	0.0002149014941266	0.0003079185587486	0.0001972603266983	0.0003448400951793	0.00031029683625	0.8998281829398661	27.0	0.0048248749106504	1925.0	18.0
20220719_K562ActD3h00uM	20220719_K562ActD3h00uM.C26	51	Human	0	3.0	3.0	K562	K562		R10	K562	20	1	struct2	K562_Actd 3h_0UM_3h_sc7_3	222906.0	164251.0	0.7368621750872565	164238.0	0.9999208528410786	0.0721677320506863	147761.0	0.8996760798353609	141428.0	0.957140246749819	18096.0	10436.0	123332.0	0.8720479678705773	18096.0	3482.0	4354.0	4052.0	2.9440382489449302e-05	0.000249507241598	4.52645880775283e-05	2.472011447805273e-05	3.588403714556041e-05	0.0002563715098288	0.0001287079981641	8.75667318887842e-05	0.0001083260864313	0.0001055952427563	0.0002040717051021	9.056670633409306e-05	0.0001829351793538			34.0	0.0032579532387888	2935.0	15.0
20220719_K562ActD3h00uM	20220719_K562ActD3h00uM.C27	52	Human	0	3.0	3.0	K562	K562		R10	K562	20	1	struct2	K562_Actd 3h_0UM_3h_sc7_4	416785.0	296698.0	0.7118730280600309	296687.0	0.9999629252640732	0.0811830105220359	262144.0	0.8835709013202466	246561.0	0.9405555725097656	21791.0	13793.0	224770.0	0.911620248133322	21791.0	4148.0	6087.0	5240.0	3.27168805675158e-05	0.000470732430852	6.177142375807087e-05	3.94596035087924e-05	4.890767758836242e-05	0.0002773287626885	0.0001541934240795	0.0001190903680074	0.0001388520884628	0.0001146568364784	0.0002368025203845	0.000106135044578	0.0002227906944133			91.0	0.0065975494816211	3628.0	40.0
20220719_K562ActD3h00uM	20220719_K562ActD3h00uM.C28	53	Human	0	3.0	3.0	K562	K562		R10	K562	20	1	struct2	K562_Actd 3h_0UM_3h_sc7_5	476072.0	359340.0	0.754801794686518	359090.0	0.9993042800690154	0.0786087148283236	317540.0	0.88429084630594	299636.0	0.9436165522453864	25640.0	15863.0	273996.0	0.9144295078028007	25640.0	4273.0	6170.0	5447.0	2.8129983929902785e-05	0.0003227071756438	6.121084503146846e-05	3.541365458137211e-05	4.28556544571677e-05	0.0002689384782701	0.0001430568199163	0.0001018411197059	0.0001265226145994	0.0001218398249575	0.000207587932383	9.810164832569554e-05	0.0002079170962261			80.0	0.0050431822479984	3738.0	44.0
20220719_K562ActD3h00uM	20220719_K562ActD3h00uM.C29	54	Human	0	3.0	3.0	K562	K562		R10	K562	20	1	struct2	K562_Actd 3h_0UM_3h_sc7_6	405394.0	287125.0	0.7082615924261336	286335.0	0.9972485851110144	0.0648716246694807	254988.0	0.8905233380480905	242600.0	0.9514173215994478	17331.0	10700.0	225269.0	0.9285614179719704	17331.0	3572.0	4586.0	4290.0	2.6130514355107502e-05	0.0002334555164094	5.501160916864737e-05	2.616035605783439e-05	3.346986730928812e-05	0.0002581411605118	0.0001760973584315	0.0001076750719244	0.0001483683265313	0.0001161121237644	0.000230749807862	0.0001253273716822	0.0002352438656562	0.0002318954738377	0.9857662948652888	43.0	0.004018691588785	3175.0	27.0
20220719_K562ActD3h00uM	20220719_K562ActD3h00uM.C30	55	Human	0	3.0	3.0	K562	K562		R10	K562	20	1	struct2	K562_Actd 3h_0UM_3h_sc7_7	303046.0	212361.0	0.7007550008909539	211489.0	0.995893784640306	0.0684534917736777	184694.0	0.8733031032346836	179143.0	0.9699448818044982	11494.0	6878.0	167649.0	0.9358389666355929	11494.0	2667.0	3008.0	2854.0	2.7231150257402448e-05	0.0001824487067245	4.629295543758416e-05	2.8065767955264684e-05	2.95828364933871e-05	0.0002176993352205	0.0001739251177215	8.803617069855628e-05	0.000134559350336	0.0001265515216554	0.0002111602532765	0.0001330598856263	0.0002290132306235	0.0002105339612751	0.9193091626274636	12.0	0.0017446932247746	2225.0	10.0
20220719_K562ActD3h00uM	20220719_K562ActD3h00uM.C31	56	Human	0	3.0	3.0	K562	K562		R10	K562	20	1	struct2	K562_Actd 3h_0UM_3h_sc7_8	418338.0	311367.0	0.7442952827617859	310613.0	0.9975784203207148	0.1161512724323228	261522.0	0.8419544577979673	246395.0	0.9421578299340018	22846.0	13772.0	223549.0	0.9072789626412874	22846.0	3924.0	5357.0	4760.0	2.4435837599423314e-05	0.0003074369335183	6.023718105904352e-05	3.5549224306317736e-05	4.4516596203406894e-05	0.0002318706161961	0.0001675172351776	9.714195145849768e-05	0.0001266153608793	0.0001164812117928	0.0002402424993228	0.0001088977995667	0.0002141988779728	0.0002535914228797	1.1839064017501637	69.0	0.0050101655532965	3401.0	30.0
20220719_K562ActD3h00uM	20220719_K562ActD3h00uM.C32	57	Human	0	3.0	3.0	K562	K562		R10	K562	20	1	struct2	K562_Actd 3h_0UM_3h_sc8_1	179782.0	132848.0	0.7389393821405925	132570.0	0.99790738287366	0.1951625681072254	99560.0	0.7509994719770687	96613.0	0.9703997589393332	6652.0	3815.0	89961.0	0.9311479821556106	6652.0	1657.0	1753.0	1665.0	1.7750491984469502e-05	0.0001739548214478	3.786771623353494e-05	2.046640375865505e-05	2.174555399357099e-05	0.0002161763897007	0.0001156126850735	8.453400629032459e-05	0.0001168558322248	8.785362609740771e-05	0.0001452025209109	9.639495085687792e-05	0.0001776262048061	0.000147331577103	0.8294473062903631	4.0	0.001048492791612	1352.0	1.0
20220719_K562ActD3h00uM	20220719_K562ActD3h00uM.C33	58	Human	0	3.0	3.0	K562	K562		R10	K562	20	1	struct2	K562_Actd 3h_0UM_3h_sc8_2	489328.0	389411.0	0.7958077199751495	388566.0	0.9978300561617416	0.1099932461703633	330763.0	0.851240201149869	321079.0	0.970722239186366	17420.0	10909.0	303659.0	0.9457454395958628	17420.0	2542.0	2986.0	2884.0	1.874540737519308e-05	0.0001265314997825	3.702217956600633e-05	1.4126830685897992e-05	2.119024602884699e-05	0.0002330927063173	0.0001190421369974	8.572993405163587e-05	9.454787012551842e-05	0.000114840228532	0.0001925553831852	9.9495197995444e-05	0.0001825627271646	0.000192417370735	1.0539794936428342	14.0	0.0012833440278668	2261.0	12.0
20220719_K562ActD3h00uM	20220719_K562ActD3h00uM.C34	59	Human	0	3.0	3.0	K562	K562		R10	K562	20	1	struct2	K562_Actd 3h_0UM_3h_sc8_3	586297.0	412681.0	0.7038770452518093	410700.0	0.995199682078894	0.0338783769003609	353330.0	0.8603116630143657	345452.0	0.9777035632411628	15202.0	9235.0	330250.0	0.9559938862707408	15202.0	2649.0	2965.0	2841.0	8.227245935299763e-06	0.0001040158950391	4.1136229676498815e-05	1.326443407292028e-05	2.589722842808245e-05	0.0001699110840769	0.0001174886579465	7.350894641574775e-05	8.733114146828151e-05	8.673267183609452e-05	0.0001409405917336	9.155115360476644e-05	0.0001605258906647	0.0001425351599567	0.8879262987826785	10.0	0.0010828370330265	2298.0	6.0
20220719_K562ActD3h00uM	20220719_K562ActD3h00uM.C35	60	Human	0	3.0	3.0	K562	K562		R10	K562	20	1	struct2	K562_Actd 3h_0UM_3h_sc8_4	250171.0	174007.0	0.6955522422662899	173514.0	0.9971667806467556	0.1078613611569895	146383.0	0.8436379773390044	140051.0	0.9567436109384286	13931.0	7609.0	126120.0	0.900529092973274	13931.0	3162.0	3787.0	3602.0	4.045960369600655e-05	0.0002562441567413	5.873168278452564e-05	3.460400902274818e-05	4.152481082729782e-05	0.0002496432079498	0.0001724528279266	0.0001180425774043	0.0001484754293914	0.0001574827434895	0.0002495423887935	0.0001500058179826	0.0002651815795243	0.0002538781308608	0.9573746838533173	40.0	0.0052569325798396	2591.0	29.0
20220719_K562ActD3h00uM	20220719_K562ActD3h00uM.C36	61	Human	0	3.0	3.0	K562	K562		R10	K562	20	1	struct2	K562_Actd 3h_0UM_3h_sc8_5	257056.0	181601.0	0.7064647392007967	181011.0	0.9967511192118986	0.0832292468702769	160742.0	0.8880233797945981	152960.0	0.9515870152169316	14629.0	8316.0	138331.0	0.9043606171548118	14629.0	3327.0	4102.0	3750.0	2.3457316144632428e-05	0.0003010996482171	4.5760993790348505e-05	2.8151714352783424e-05	3.551447041428063e-05	0.00017973786856	0.0001487864680551	0.0001024700193217	0.0001328011450409	9.995618855767652e-05	0.0001930605416093	0.0001156751053066	0.0002111772742502			32.0	0.0038480038480038	2742.0	14.0
