Run	Cell	CellLine	s4U	Time	Method	Layout	Strand	Species	Total.Reads	Trimmed.Reads	Trimmed.Reads.Ratio	RiboRNA.Ratio	Clean.Reads	UniqMapped.Reads	UniqMapped.Ratio	Filtered.Reads	Uniq.Reads	Uniq.Ratio	Stranded.Reads	Forward	Reverse	Stranded.Ratio	AC.Ratio	AG.Ratio	AT.Ratio	CA.Ratio	CG.Ratio	CT.Ratio	GA.Ratio	GC.Ratio	GT.Ratio	TA.Ratio	TC.Ratio	TG.Ratio	Genes.Protein_coding	Genes.Protein_coding.Nascent	Genes.lncRNA	Genes.lncRNA.Nascent	Pe	Pc	Pc_Pe
20220113_NASCseq_K562	20220113_03_07	K562	0	3.0	NASC-seq	PE	UN	Human	4342224	4314715	0.993664767179215	0.2672310917407059	3161689	2244053	0.7097639900698646	1917046	1328742	0.6931195182588211	1264184	640047	624137	0.951414194779724	0.0006104816872678	0.0004016665000149	0.0004032082826619	0.0005859186305629	0.0001371053693566	0.0006800328991415	0.0006357964470915	0.0002617082440284	0.0010639957575538	0.0007348253104485	0.0006986247465411	0.0011314336023086	5879	1437	374	61	0.0006297293936429	0.0008506275254958	1.350782628352506
20220113_NASCseq_K562	20220113_03_08	K562	0	3.0	NASC-seq	PE	UN	Human	4370078	4339828	0.9930779267555407	0.32407782059565493	2933386	2344687	0.7993107623749482	2034816	1472758	0.7237794473800088	1391388	705809	685579	0.9447499181807194	0.000731340465204	0.0004206849581668	0.0004149081467699	0.0005823745797942	0.0001536893391797	0.0006629970572576	0.0005575143526592	0.0002359890667789	0.0009448987572869	0.0006253423629715	0.0005823839209501	0.0010936722265418	8587	1643	868	55	0.0006067321670501	0.0006879539066165	1.1338675349310503
20220113_NASCseq_K562	20220113_04_02	K562	50	3.0	NASC-seq	PE	UN	Human	2452658	2432286	0.9916939092201196	0.30907755091300937	1680521	1275101	0.7587533865985608	1057961	781630	0.738807952278014	754482	377624	376858	0.965267453910418	0.0030444595468081	0.0005902020571658	0.0006071403000253	0.0005897526731363	0.0001973322261838	0.000646013094613	0.0005460916710662	0.0002996393913826	0.0009548486210821	0.0008714925677552	0.011573103855483	0.0033102764418163	5726	3631	352	167	0.0006827286146638	0.0561577975244788	82.25493456449321
20220113_NASCseq_K562	20220113_04_04	K562	50	3.0	NASC-seq	PE	UN	Human	2581290	2559934	0.9917266173114992	0.2782294387277172	1847685	1249345	0.6761677450431215	910587	661520	0.7264764377264336	630244	318731	311513	0.952721006167614	0.0032476572005116	0.0005551647162351	0.0006883065063938	0.0007563046292676	0.0002306609351071	0.0006921340914618	0.0005946758778894	0.0003919566360112	0.0013150887107922	0.0011336198532662	0.0099424540352451	0.0038627130584402	2859	1742	156	61	0.0006960754804645	0.029879156921205	42.92516797354005
20220113_NASCseq_K562	20220113_04_05	K562	50	3.0	NASC-seq	PE	UN	Human	3243045	3223167	0.9938705753389175	0.23880518756862423	2453458	1895554	0.7726050333855318	1572484	1123453	0.7144447892633565	1089714	567441	522273	0.9699684811024583	0.0013083171243186	0.0003954976092376	0.0004151090609354	0.0005530837363823	0.0001380731006357	0.0006083452161634	0.0004966755689484	0.0002311940706561	0.0009002236260277	0.0006387622470976	0.0027138692834897	0.0016657174013653	3845	1505	223	62	0.000556275137012	0.0277847624808085	49.94787764567478
20220113_NASCseq_K562	20220113_04_06	K562	50	3.0	NASC-seq	PE	UN	Human	3643941	3621146	0.9937444102415489	0.2477342808050269	2724064	2076012	0.7621010372737205	1776060	1221665	0.687851198720764	1183193	596356	586837	0.9685085518534132	0.0007682488578829	0.0004708988381677	0.0003374267656885	0.0004816379529591	0.0001316635488947	0.0006240676984816	0.0005458373689795	0.0002115005816543	0.0007955517421453	0.0005748631430543	0.0080904906709457	0.0011136393464544	5996	3248	351	128	0.0006160977583792	0.052698846724051	85.5365013219438
20220113_NASCseq_K562	20220113_04_07	K562	50	3.0	NASC-seq	PE	UN	Human	3039145	3017742	0.9929575587870931	0.1497079604552013	2565962	1950054	0.7599699449952884	1694385	1197045	0.7064775715082463	1123779	568374	555405	0.9387942809167575	0.0016444572683428	0.000454149671765	0.0004481215588427	0.0006196461577996	0.0001699621250806	0.0005430830306996	0.0004698272646967	0.0002520308736619	0.0008713856098106	0.0006450940173849	0.0102653633290218	0.0019078833721441	3559	1882	186	76	0.0005566109689176	0.0559042328384136	100.4368148675252
20220113_NASCseq_K562	20220113_04_08	K562	50	3.0	NASC-seq	PE	UN	Human	3431832	3409351	0.9934492714095562	0.1842168788135924	2781291	2119006	0.7618785664642787	1786639	1198596	0.6708663585648807	1149868	571044	578824	0.959345767881755	0.0016581280049561	0.0004380158646372	0.0004590241109865	0.0007528081989208	0.0001763806247444	0.0004823365572903	0.0004045257749165	0.000245036469019	0.0010127286691615	0.0006724792946194	0.0066147234101554	0.0019498558520217	4945	2290	358	115	0.0005072967376458	0.0383457787271776	75.58845914350218
20220113_NASCseq_K562	20220113_05_01	K562	50	3.0	NASC-seq	PE	UN	Human	5118437	5086119	0.9936859631172563	0.21059475800703842	4015009	2942566	0.7328915078397085	2609061	1834063	0.7029590339206327	1698784	853863	844921	0.9262408107027948	0.000658780875562	0.0005596591580772	0.0003764939304529	0.0005599418518187	0.0001360256366625	0.0006380923858106	0.00058206201741	0.0002318626055281	0.0009037446426357	0.0006452249809581	0.0100767857269958	0.0009866350967473	5445	3099	301	114	0.0006775876887642	0.0460376683777906	67.94348412933637
20220113_NASCseq_K562	20220113_05_02	K562	50	3.0	NASC-seq	PE	UN	Human	3614109	3589875	0.9932946128630874	0.19996322991747628	2872032	2277168	0.792876959588194	1909842	1377665	0.7213502478215476	1336936	682533	654403	0.9704362090929217	0.0007400380882452	0.0004313081378106	0.0003776872714944	0.0004807721316999	0.0001343350703145	0.0006577104467727	0.0006094608932673	0.000236239284208	0.0008829215372342	0.0006813403632072	0.0086693585036932	0.0011218347785841	5223	3146	375	152	0.0006286515376603	0.0389938063678605	62.02769584082503
20220113_NASCseq_K562	20220113_05_03	K562	50	3.0	NASC-seq	PE	UN	Human	4285670	4258392	0.9936350675623649	0.17541621344394787	3511401	2860890	0.8147431751600003	2502951	1824764	0.7290450352404022	1696577	857578	838999	0.9297514637509289	0.000687580017527	0.0006314761090093	0.000393803346992	0.000535435603178	0.0001433981451867	0.0006437442568264	0.0005991641697369	0.000232885059595	0.0008769319422973	0.0006898809354547	0.0137744159745816	0.0010433693282632	6544	4562	548	239	0.0007213459499177	0.0465471612218342	64.52820761957905
20220113_NASCseq_K562	20220113_05_04	K562	50	3.0	NASC-seq	PE	UN	Human	4386451	4361064	0.9942124054275313	0.2695186312331119	3185676	2564058	0.8048709284936698	2211598	1606048	0.7261934583048094	1507108	764314	742794	0.9383953655183407	0.0006414898431485	0.000797584313765	0.0003633705797326	0.0004786510484329	0.0001359041694781	0.0006896461580306	0.0006179378207766	0.0002470980246287	0.0008557062998931	0.0006996843636375	0.0195034684082743	0.0009941640201834	6153	4421	444	209	0.0008252019082518	0.0552395806570982	66.94068458242226
20220113_NASCseq_K562	20220113_05_05	K562	50	3.0	NASC-seq	PE	UN	Human	4116601	4087352	0.9928948664201365	0.36964959220541804	2576464	1820858	0.7067275149196729	1681147	1115032	0.6632566931981558	1071099	547802	523297	0.9605993370593848	0.0007416974865998	0.0005726941096347	0.000393175701617	0.0004844875087735	0.0001308515261777	0.0006778379650005	0.0006296079243	0.0002517047053535	0.0008918280838966	0.0006964440763552	0.0088891430433883	0.0011281814002237	4331	2490	276	115	0.0007127852000745	0.0470180081466559	65.96378283631155
20220113_NASCseq_K562	20220113_05_06	K562	50	3.0	NASC-seq	PE	UN	Human	4011831	3985140	0.9933469281233431	0.2224704778251203	3098564	2404849	0.776117259478907	1990150	1344152	0.675402356606286	1304042	675778	628264	0.9701596248043376	0.0007361795209539	0.0004287636775129	0.000384239868975	0.0005810464261877	0.0001362346838579	0.0006288982823288	0.000562360383026	0.000236789744102	0.0009741039779866	0.0006555086686565	0.0055971812696728	0.0010989004838735	3975	1995	201	77	0.0006021816796522	0.0417109051831487	69.2663137929305
20220113_NASCseq_K562	20220113_05_07	K562	50	3.0	NASC-seq	PE	UN	Human	4168277	4139777	0.9931626425019259	0.29241454310220094	2929246	2148827	0.733576831717104	1788954	1215109	0.6792287560216752	1169419	591315	578104	0.9623984350375151	0.0006468267529707	0.0004632346703063	0.0003655759096345	0.0005271067239232	0.0001355621680843	0.0005744799588562	0.0005237845663857	0.0001960129119859	0.0008471317174758	0.0005906233715551	0.0088184507151161	0.0009638205538603	4912	2725	265	124	0.000589546323555	0.0539861863266694	91.5724247097802
20220113_NASCseq_K562	20220113_05_08	K562	50	3.0	NASC-seq	PE	UN	Human	3563076	3537540	0.9928331587650671	0.22258857850370595	2750124	2229519	0.810697626725195	1764528	1233593	0.6991065032688628	1181914	595800	586114	0.9581069282980691	0.0009176741994393	0.000501111008573	0.0004055506134846	0.0005703426589655	0.0001455429782436	0.0005681849624187	0.0005523929497241	0.0002383891648596	0.0009281261062765	0.0007140368704446	0.00954562087279	0.0013179452401156	7644	4845	657	269	0.0006166779939634	0.0469828093692962	76.18694007115828
20220113_NASCseq_K562	20220113_07_02	K562	100	3.0	NASC-seq	PE	UN	Human	1676614	1652778	0.9857832512432796	0.3579016661644818	1061246	802236	0.7559378315677986	636833	483277	0.7588755607828112	465511	233303	232208	0.9632384740014526	0.0055263814760823	0.0005988628163594	0.0010850546492324	0.0007925915891813	0.0003635786371229	0.0006591318260372	0.0005535838566838	0.0004816066082412	0.0011604069563572	0.0012973010267079	0.0047736013936036	0.0059964478960622	4495	1975	312	94	0.0006936642581854	0.0386819483535723	55.76465544694817
20220113_NASCseq_K562	20220113_07_05	K562	100	3.0	NASC-seq	PE	UN	Human	3831007	3807106	0.9937611703659116	0.2874805692302762	2712637	2019917	0.7446322526751644	1629184	1090585	0.669405665658391	1050871	532327	518544	0.96358468161583	0.0005820506564205	0.0004377327638063	0.0003231134768228	0.0004686829511446	0.0001289331525071	0.000639734466654	0.0004943894631669	0.0001872425423826	0.0007055257393771	0.0005022983819088	0.009004610674636	0.0008349652557911	4459	2376	253	102	0.000586169084511	0.0454698068995827	77.57114474488849
20220113_NASCseq_K562	20220113_07_06	K562	100	3.0	NASC-seq	PE	UN	Human	3655474	3633913	0.9941017225125934	0.28930659594767405	2582598	1890011	0.7318254718697993	1609727	1140408	0.7084480784629941	1094635	563154	531481	0.9598626105744611	0.000587777934321	0.0005403154377673	0.000319396506476	0.0004260371600189	0.0001217473553062	0.0006138089876723	0.0005244672077986	0.0002060128681286	0.0006997238683508	0.0005519729191668	0.0112628236501061	0.0008866544157276	6101	3481	381	174	0.000640376996352	0.0648927598384203	101.33524503235417
20220113_NASCseq_K562	20220113_07_07	K562	100	3.0	NASC-seq	PE	UN	Human	3226892	3204622	0.9930986224515725	0.2966583890393313	2253944	1608786	0.7137648495259864	1321386	942151	0.7130021053651242	898320	452690	445630	0.9534777333994232	0.0006577158488168	0.0005764198224351	0.0003533788954005	0.0004500101639617	0.0001339213829501	0.0006335065143223	0.0005357361728569	0.0002074788015953	0.0007232462087057	0.0005671331959199	0.0074317845733184	0.0009841941169702	5166	2587	381	138	0.0006684038790497	0.0553514335702793	82.8113589780062
20220113_NASCseq_K562	20220113_07_08	K562	100	3.0	NASC-seq	PE	UN	Human	3238007	3216627	0.9933971730141411	0.2566160142285693	2391189	1806156	0.7553380347601131	1461618	1005710	0.6880799223873817	965299	495487	469812	0.9598184367262929	0.0006494799732858	0.0004805050011082	0.0003556449422951	0.0004782385019702	0.0001480760173292	0.0006350239192234	0.0005309880622023	0.0002161931090391	0.000797129286875	0.0006015492745905	0.0064704535368787	0.0009790343438671	6893	3328	633	181	0.0006190348150275	0.0446821396880708	72.18033397052247
20220113_NASCseq_K562	20220113_08_01	K562	100	3.0	NASC-seq	PE	UN	Human	3910176	3877561	0.9916589432291539	0.21181072328713846	3056252	2352840	0.7698448949890258	2075074	1464459	0.7057382049989542	1412895	713796	699099	0.9647897278107479	0.0007275378298392	0.0004862578005569	0.0003862296239521	0.000518889125897	0.0001355919363057	0.0006869956170422	0.0006094613070131	0.0002505274401013	0.0009431487587849	0.0006855645168237	0.0105534197430168	0.0011129461236602	5998	3884	327	149	0.0006650948778644	0.048787809966418	73.35466200412255
20220113_NASCseq_K562	20220113_08_02	K562	100	3.0	NASC-seq	PE	UN	Human	3634844	3611657	0.9936209091779454	0.2761344723488416	2614354	1990651	0.7614313134334524	1558021	1068784	0.6859881862953067	1028478	529609	498869	0.9622879833530442	0.0006723767377462	0.0004322031845637	0.0003653763527899	0.0005001610018116	0.0001334848154583	0.000616919509722	0.0005424783076823	0.0002306794401364	0.000878013309597	0.0006297354739714	0.0029321399342434	0.0010665791267124	4667	1698	293	104	0.0005933302306682	0.0127366373055988	21.46635490198184
20220113_NASCseq_K562	20220113_08_03	K562	100	3.0	NASC-seq	PE	UN	Human	3537522	3512877	0.9930332588744324	0.11948838516122251	3093129	2381005	0.7697722920705862	2232977	1527971	0.6842752970585904	1483157	748585	734572	0.9706709093300855	0.0007175397667219	0.0004438364235513	0.0003611229318047	0.0004980555594319	0.0001285228984368	0.000602901844862	0.0005314410466562	0.0002319229877219	0.0008436640880243	0.0006366661978962	0.0081737230561723	0.0011217010797747	4509	2467	248	88	0.0005910731822836	0.0499112016581854	84.4416616320637
20220113_NASCseq_K562	20220113_08_05	K562	100	3.0	NASC-seq	PE	UN	Human	3479967	3454265	0.9926142977792606	0.18335999119928548	2820891	2250490	0.7977940303258793	1873114	1269617	0.6778108540110213	1221231	621143	600088	0.9618892941729671	0.0008781779280938	0.0004009866040152	0.0003914475254912	0.0005506152106006	0.0001455338498543	0.0006081593170652	0.0005190956565163	0.00021653664866	0.0008834297313587	0.000629042938419	0.0055472904316271	0.0012306892114409	4152	2036	234	71	0.0005668227871906	0.0396129283035656	69.88591354962972
20220113_NASCseq_K562	20220113_08_06	K562	100	3.0	NASC-seq	PE	UN	Human	3833688	3808156	0.9933400944469137	0.10246087607755561	3417969	2832539	0.8287199210993429	2538136	1747898	0.6886541934711142	1675507	847928	827579	0.9585839677143632	0.0005723220989127	0.0005522535587028	0.0003404277777046	0.0005091076119253	0.0001307457859053	0.0005636336668245	0.000518249321959	0.0002181798304311	0.0008165679120309	0.0006162738538943	0.008420267283671	0.0009484346606566	5170	2596	419	173	0.0006290342045983	0.0516777006191105	82.15403906709547
20220113_NASCseq_K562	20220113_08_07	K562	100	3.0	NASC-seq	PE	UN	Human	3657682	3633041	0.9932632197112816	0.26137002032181855	2683473	1840997	0.6860501298131191	1467994	974129	0.6635783252520105	940107	476009	464098	0.9650744408594755	0.000625806671708	0.00039637075911	0.0003533719588121	0.0005903421957117	0.0001291934798667	0.0005906778939834	0.0005514964961145	0.0002224930221798	0.0009439709933352	0.0006052120924013	0.0045615268084276	0.0009973852091902	4048	1704	207	60	0.0005705633450362	0.0402284776116249	70.50659310942775
20220113_NASCseq_K562	20220113_08_08	K562	100	3.0	NASC-seq	PE	UN	Human	4155883	4118749	0.9910647147669942	0.32120408405561984	2795790	2121124	0.7586850228379098	1892990	1318749	0.6966486880543479	1251054	645640	605414	0.9486672596528983	0.0008040273968629	0.0005026674280054	0.0003852450216197	0.0004289738142874	0.0001626425108891	0.0005976078293578	0.0005611943758174	0.0002330306433349	0.0007251897181031	0.0006833779608796	0.007200465421331	0.001257202876533	6811	3593	680	231	0.0006294308971411	0.0463072490652609	73.5700285378264
20220113_NASCseq_K562	20220113_10_02	K562	200	3.0	NASC-seq	PE	UN	Human	4500134	4472147	0.9937808518590779	0.3296029848750499	2998114	2209186	0.7368585717554436	1885227	1264210	0.6705876798921298	1229048	636371	592677	0.9721865829253051	0.0004913711992358	0.0003827898252325	0.0003335706170705	0.000476300409726	0.0001212789894439	0.0006515420290968	0.0005408229708885	0.0002138452617332	0.0008504906650841	0.0006015813759169	0.0025474791591579	0.0009244655720089	4777	1746	322	60	0.000578398709395	0.0225416969126009	38.97259199657642
20220113_NASCseq_K562	20220113_10_04	K562	200	3.0	NASC-seq	PE	UN	Human	3713178	3688900	0.9934616654520737	0.2994906340643553	2584109	1931031	0.7472714966744823	1558473	1078183	0.6918201341954593	1041206	543805	497401	0.965704337760844	0.0005980782592327	0.0004184706217075	0.0003478414648035	0.0005044169265374	0.0001264483344583	0.0006455973994841	0.0005405349719221	0.0002054328845185	0.0008964100628093	0.0006345762648112	0.0039719186159657	0.0010234310725325	3783	1596	222	81	0.0005944194915249	0.0364474010515842	61.315958798859626
20220113_NASCseq_K562	20220113_10_05	K562	200	3.0	NASC-seq	PE	UN	Human	4066804	4041195	0.9937029175736033	0.3453270629108469	2645661	2027268	0.7662614371228967	1719182	1190732	0.6926154415297507	1158134	592819	565315	0.972623562648858	0.0005277145845993	0.0004320373779112	0.0003304241241522	0.0004816382293335	0.0001249250037881	0.0006633831880418	0.0005569872960558	0.0002048633329485	0.0008380618274324	0.0005496262748035	0.0041683220911372	0.0008354506581195	4879	1949	268	91	0.0006123652228062	0.032916828656592	53.75358924817221
20220113_NASCseq_K562	20220113_10_06	K562	200	3.0	NASC-seq	PE	UN	Human	3702619	3679540	0.9937668444957475	0.21232463840588767	2898283	1755217	0.6056058017798814	1483305	1100901	0.7421946261894891	1050432	540230	510202	0.9541566407878638	0.0009867694331205	0.0004452746030521	0.0003541127311999	0.0004629350185904	0.0001421852391089	0.0006048799716936	0.0005292782606471	0.0002102064441457	0.0007453056696004	0.0005675088284247	0.0071551000603728	0.0013197076174456	5429	2837	379	116	0.0005916361108787	0.0425041092107022	71.84164122025592
20220113_NASCseq_K562	20220113_10_08	K562	200	3.0	NASC-seq	PE	UN	Human	3937513	3911561	0.9934090376336535	0.24473400772734977	2954269	2336896	0.7910234308385594	1877995	1279891	0.6815199188496242	1203389	617751	585638	0.9402277225169956	0.0006980845189417	0.0004836541628027	0.000373125222252	0.0005100530402778	0.0001487860311236	0.0006170590327273	0.0005441008938599	0.000232689881323	0.0008504906726033	0.0006505229757309	0.0048518687534775	0.0010892759864408	7208	2956	714	165	0.0006197775202601	0.0401077465821081	64.71313539296459
20220113_NASCseq_K562	20220113_11_02	K562	200	3.0	NASC-seq	PE	UN	Human	4087721	4062286	0.9937777064530579	0.26129893365459744	3000815	2195293	0.7315655913476838	1890911	1324846	0.7006390041625439	1224496	622354	602142	0.9242553474139635	0.0006479179012894	0.0004134757273837	0.0003828820105831	0.0005322666355321	0.0001450168427813	0.0006483326793014	0.0005910482469784	0.0002242733508362	0.0008393212428117	0.0006095832227756	0.0022236743462724	0.0010213417685623	4940	1695	325	68	0.000610418212139	0.0232289552920762	38.05416488259089
20220113_NASCseq_K562	20220113_11_04	K562	200	3.0	NASC-seq	PE	UN	Human	4169107	4141351	0.9933424591885025	0.24153374104247627	3141075	2179452	0.6938554475776605	1840759	1192460	0.6478088657993795	1149699	576877	572822	0.9641405162437314	0.0006865762668661	0.0003883169482649	0.0003612389257562	0.0005277835044254	0.0001380406321167	0.0006350707805263	0.0005274837930228	0.0002020604794683	0.0007941249411326	0.0005348570857067	0.0047635689563765	0.000947650308329	4293	1907	252	75	0.0005715282400137	0.0394634115355379	69.04892667174208
20220113_NASCseq_K562	20220113_11_06	K562	200	3.0	NASC-seq	PE	UN	Human	3151506	3130134	0.9932184803075101	0.1481179399987349	2666505	2106298	0.7899096382718203	1821927	1254094	0.6883338355488448	1189642	587224	602418	0.948606723259979	0.0006432749387468	0.0004031165594303	0.0003382125413142	0.0005214002762067	0.000138704043023	0.0005104966915782	0.0004728620306924	0.0001845076793913	0.000747348433827	0.0005345906739559	0.0060307751958545	0.0009287974307749	3551	1639	176	65	0.0005221992617953	0.047411199417619	90.79139494493688
20220113_NASCseq_K562	20220113_11_08	K562	200	3.0	NASC-seq	PE	UN	Human	3475114	3452912	0.993611144843018	0.1882784733581394	2802803	2045178	0.729690242232508	1718631	1190590	0.6927548729192013	1124912	559482	565430	0.9448357537019461	0.000581618344482	0.0003745769865271	0.0003505154233053	0.0007604367429998	0.000145025721282	0.0005060411447264	0.0004656150716273	0.0002012200246826	0.0009599877805072	0.0005547103834536	0.0034545329763864	0.0008506225956599	5200	1975	336	74	0.0005039846271403	0.034210703958573	67.88045133973667
20220321_NASCseq_K562	20220321_07_01	K562	0	3.0	NASC-seq	PE	UN	Human	4094957	4072651	0.9945528121540714	0.3458066993709994	2664301	1975313	0.741400089554446	1801913	1217964	0.6759283050846517	1158435	594932	563503	0.9511241711577683	0.0004744485046251	0.0004066738366445	0.0003474355740631	0.0004951626555931	0.0001504964924478	0.000711728827957	0.0006280133703582	0.0002411002964966	0.0008962163660741	0.0006161961995945	0.0006474850333117	0.0009311473846529	7052	1537	462	46	0.0006390972406447	0.0008676137189666	1.357561359663128
20220321_NASCseq_K562	20220321_07_02	K562	0	3.0	NASC-seq	PE	UN	Human	4387151	4360128	0.9938404217224345	0.3085852066728316	3014657	2152905	0.714145921078252	2047890	1405286	0.6862116617591765	1087450	570048	517402	0.7738282456382544	0.0006363337613707	0.0007109213015756	0.0005804776725891	0.0007940265931282	0.0002622075314118	0.0008670487065025	0.000826000860965	0.0003182063261545	0.0010382153256223	0.000741325411907	0.0008890216660421	0.0008998009613083	5241	828	704	47	0.0009081132919237	0.0008964102766573	0.9871128246106876
20220321_NASCseq_K562	20220321_07_03	K562	0	3.0	NASC-seq	PE	UN	Human	4827297	4798112	0.9939541735260955	0.3521351731681128	3108528	1812686	0.5831332386261279	1578107	954214	0.6046573521313827	910890	471497	439393	0.9545971867945765	0.000479569036154	0.0004016053681637	0.0003727020702598	0.0007591735846932	0.0001497074832026	0.00069832242734	0.0006389714016368	0.00026049522911	0.0012001590550466	0.0006387783905953	0.0006298114178668	0.0008742226745307	3664	925	257	42	0.0006363365039062	0.0007167958596432	1.1264415214953734
